name	stars	title	content
Linda K.	5	A really great lipstick.	I was a little concerned that it would be melted in the mailbox. It help up just fine at over a hundred degrees. I love the color. I will buy a couple more shades. I also will give this company 5 stars for their technology. Shipping and delivery notifications. Within hours of my order I had a tracking number. Thanks for the great job and great product.
Patricia R.	5	Jazzy Lip Colors	I am very pleased with my beautiful lip colors, especially Coco Razz. Goes on smoothly and is long wearing as they all are. I have gotten many compliments. I will be ordering again. Thanks a million!!!
Fran M.	5	Awesome lipstick!	As an older woman that has a few wrinkles around my lips, this lipstick stops the bleeding.
Kathie R.	5	Beautiful shades of lipstick. They	Beautiful shades of lipstick. They smooth on nicely.
Dina C.	5	Foxy is quite foxy	I was looking for a pinkish colored lipstick and this color did the trick. I have light, golden skin and this shade is perfect. It goes on smooth and has a lightweight feel. Feels like it has moisturizing properties since I did not have to apply chapstick or other lip moistening product before applying.
Kelly L.	5	Lucious lipsticks	I was hesitant to purchase more lipsticks to add to my "collection" but I thought I would give them a try. I love the colors and the lipsticks are wonderful. They stay on for a very long time without retouching. I don't need to use a lip pencil. They glide on but are not greasy nor do they smudge. I'm sold on these wonderful lipsticks.
Charlotte S.	5	Perfect colors	This is the greatest lipstick I have ever worn. The colors were made for ME!
Linda I.	5	Love these colors	Nice surprise to receive these very different lipsticks, beautiful colors, love the way it makes my (mature) lips look smooth. The lipstick cases are so pretty!
Arlene R.	5	Best lipstick Evet	Smooth, long lasting, beautiful colors! These lipsticks are an all around perfect lipstick, especially for people over 50!
Richard C.	5	Soft and durable lipsticks.	I am happy with the texture and colors in this bundle. The colors speak to the summer season and beyond. Keep up your good work,especially for all the special causes. I have my eyes on a few more colors as the fall nears. Thanks again to all the reviewers who made my shopping and choices easier. Deedee
Aimee A.	5	The creamiest!!	Just love love love this lipstick company from everything of the packaging, to the colors, to the way it feels on my lips, to the wonderful causes it supports! AND best of all it is extremely affordable! On my first purchase, I purchased extras to give to my girlfriends for gifts, and I got fantastic reviews from them as well. Thanks for going above ans beyond!!!
Aimee A.	5	The creamiest!!	Just love love love this lipstick company from everything of the packaging, to the colors, to the way it feels on my lips, to the wonderful causes it supports! AND best of all it is extremely affordable! On my first purchase, I purchased extras to give to my girlfriends for gifts, and I got fantastic reviews from them as well. Thanks for going above ans beyond!!!
Ann B.	5	Great products	I love the neutral bundle, especially "Huntress". These colors suit me to a T. but I really love the lip treatment "Mont To Be". I like the way it feels when I put it on, and then the mint kicks in. My lips sort of tingle when that happens. Feels like something is working just right.
Jo M.	5	Really Pleased!	I have not worn lipstick for many years, but I was initially intrigued by the non-feathering claims and the selection of flattering shades for a woman of my age, which is 66. Living in an exceptionally dry climate, my lips tend to dry out quickly. After only a few days of admittedly sporadic application, not only has there been no feathering, but my lips have remained softer than they ever did, even with prolonged use, of other well known lip balms. I will definitely purchase again.
Jean	5	New to Neutrals	I’ve always been committed to cool colors but have gradually expanded my range. These colors were well described and I enjoy all of them...Kisses might be a little too light for me but perfect for my very fair daughter. Best of all is the texture, creaminess, and NO feathering. I was really surprised by this since cosmetic advertising is not always accurate. But this is beautiful, buildable color and I’ll be adding to my collection. THANKS for making a great and reliable product. and reliable product.
Joan S.	5	This is a beautiful color	This is a beautiful color of the most delicate pink I’ve ever seen! When you think of baby 👶🏽 pink this is it. Really is lovely!
Karen C.	5	Flirt	I love red and I love orange. Flirt blends the two in a sheer and creamy formula which does not allow one tone to dominate the other. Perfect for day or night.
Rosie N.	5	Neutrals Bundle	All of the shades in this bundle are great! Add the fact that these lipsticks are made with safe ingredients plus don't bleed and you have the perfect product.
Donna C.	5	Empowered!	Smooth application and feel on lips. Hard to actually realize color from picture and description. Next purchase the choice will be for a deeper color.
Marilou M.	5	55+ Lipstick Solver	Super colors to choose from and so creamy on your lips. This lipstick is easy to apply and most of all it Does Not Bleed into facial lines near the lip line. My problems are solved now that my lipstick stays where it is meant to be. Ordered 2more colors yesterday. Try it you will like it,
Donohue, G.	5	Love the feel!	I love the feel of the lipstick. So smooth and a great moisturizer for the lips. The shades I ordered were lighter than expected, so next time I'm going with boulder color so you can tell I'm wearing lipstick. But they work for a natural look.
Ziphora C.	5	Great color, texture, balance of	Great color, texture, balance of moisture, staying power
Cindee S.	5	Loved the cause and name!	I really am enjoying the lipstick. It goes on so smooth and does not bleed into the lines around my mouth! I am happy with this product and have already gotten a couple more In different shades.   Thank you!
Sally L.	5	Great Lipstick	Finally a lasting lipstick that stays where you put it .
Gwen E.	5	Love the smooth feel of	Love the smooth feel of the lipstick and the cardboard container is genius
Pat R.	5	Wonderful	Wonderful
Stephanie S.	5	Best Ever!	Best Lipstick Ever! Never going back to others!
Mary S.	5	Get lipsticks, they do not	Get lipsticks, they do not smear nor feather n they feel light n smooth on your lips
Rose B.	5	Love the packaging as well	Love the packaging as well as the creaminess of your product !
Shirley T.	5	Fabulous lip conditioner! 👏🏼	Fabulous lip conditioner! 👏🏼
Sue R.	5	Great lipstick	I love the soft feel on your lips, it does not bleed and is long lasting color
Donna V.	5	My favorite	Perfect for daytime use. I always like having a little color and this is perfect. Love the way it wears and lasts.
Sandra N.	5	Another winner!	I have eight Color the World lipsticks, and the hits just keep on coming! Great creamy finish that won't bleed and with long lasting coverage. These are the only lipsticks I wear!
Theresa M.	5	Strong Women Pack	The most beautiful colors. Looks great and stays true.
Lyn M.	5	very pleased	really love the lipsticks, will be ordering the cool color package
Margaret M.	5	Irrestible Lipstick	Beautiful color that lasts....love it!
Chantel B.	5	Awesome ! Worth every penny	Awesome ! Worth every penny !
Samya S.	5	Luscious!	Long-lasting and non-drying. Highly recommended!
Martha W.	5	Beautiful colors and feels smooth.	Beautiful colors and feels smooth. Love this lipstick
Tami C.	5	Love the long lasting color	Love the long lasting color & silky feel! Great products!
Marie P.	5	I love it!	It is hard to find a red lipstick that doesn't feather. This one is what I've been looking for.
Barbara f.	5	Great!	I love the lipstick and would buy more colors but it is too difficult to decide on colors. I wish the name of the lipstick used would be listed below the models picture.
Rose M.	5	Perfection!	I ordered the Strong Women bundle first and absolutely loved them so I have ordered more. The colors are beautiful and creamy. They not only don't bleed, the stay on and last quite a while. I am over 60 and have been looking for lipstick like this for years. If you are on the fence about these lipsticks, get over it and buy some. And the Mint to Be lip balm is wonderful. They aren't just for older women. I think younger women will love them also.
